"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"SEPP1","Previous symbol","SELENOP","selenoprotein P","HGNC:10751","5p12"
"LOC349196","Unmatched","","","",""
"C17orf54","Previous symbol","LINC00469","long intergenic non-protein coding RNA 469","HGNC:26863","17q25.1"
"C5orf62","Previous symbol","SMIM3","small integral membrane protein 3","HGNC:30248","5q33.1"
"C12orf72","Previous symbol","ETFBKMT","electron transfer flavoprotein subunit beta lysine methyltransferase","HGNC:28739","12p11.21"
"LOC100128731","Unmatched","","","",""
"PPP2R4","Previous symbol","PTPA","protein phosphatase 2 phosphatase activator","HGNC:9308","9q34.11"
"LOC100272146","Unmatched","","","",""
"C17orf57","Previous symbol","EFCAB13","EF-hand calcium binding domain 13","HGNC:26864","17q21.32"
"C17orf93","Previous symbol","PRAC2","PRAC2 small nuclear protein","HGNC:30143","17q21.32"
"PRAC","Previous symbol","PRAC1","PRAC1 small nuclear protein","HGNC:30591","17q21.32"
"C10orf76","Previous symbol","ARMH3","armadillo like helical domain containing 3","HGNC:25788","10q24.32"
"MTERFD2","Previous symbol","MTERF4","mitochondrial transcription termination factor 4","HGNC:28785","2q37.3"
"EFCAB4A","Previous symbol","CRACR2B","calcium release activated channel regulator 2B","HGNC:28703","11p15.5"
"LOC145845","Unmatched","","","",""
"WDR51A","Previous symbol","POC1A","POC1 centriolar protein A","HGNC:24488","3p21.2"
"C9orf106","Previous symbol","LINC02913","long intergenic non-protein coding RNA 2913","HGNC:31370","9q34.11"
"NCRNA00202","Previous symbol","FAM238C","family with sequence similarity 238 member C","HGNC:24672","10p12.1"
"TMEM90B","Previous symbol","SYNDIG1","synapse differentiation inducing 1","HGNC:15885","20p11.21"
"SEPT4","Previous symbol","SEPTIN4","septin 4","HGNC:9165","17q22"
"SMCR7L","Previous symbol","MIEF1","mitochondrial elongation factor 1","HGNC:25979","22q13.1"
"HCCA2","Alias symbol","YY1AP1","YY1 associated protein 1","HGNC:30935","1q22"
"HCCA2","Alias symbol","MOB2","MOB kinase activator 2","HGNC:24904","11p15.5"
"HN1L","Previous symbol","JPT2","Jupiter microtubule associated homolog 2","HGNC:14137","16p13.3"
"TMEM155","Entry withdrawn","TMEM155","","HGNC:26418",""
"LOC100192379","Unmatched","","","",""
"C10orf35","Previous symbol","FAM241B","family with sequence similarity 241 member B","HGNC:23519","10q22.1"
"LOC284798","Unmatched","","","",""
"DUPD1","Previous symbol","DUSP29","dual specificity phosphatase 29","HGNC:23481","10q22.2"
"EMR4P","Previous symbol","ADGRE4P","adhesion G protein-coupled receptor E4, pseudogene","HGNC:19240","19p13.2"
"CUGBP1","Previous symbol","CELF1","CUGBP Elav-like family member 1","HGNC:2549","11p11.2"
"AES","Previous symbol","TLE5","TLE family member 5, transcriptional modulator","HGNC:307","19p13.3"
"LOC441601","Unmatched","","","",""
"C14orf138","Previous symbol","VCPKMT","valosin containing protein lysine methyltransferase","HGNC:20352","14q21.3"
"WISP1","Previous symbol","CCN4","cellular communication network factor 4","HGNC:12769","8q24.22"
"MUM1","Previous symbol","IRF4","interferon regulatory factor 4","HGNC:6119","6p25.3"
"MUM1","Previous symbol","PWWP3A","PWWP domain containing 3A, DNA repair factor","HGNC:29641","19p13.3"
"FAM92A1","Previous symbol","CIBAR1","CBY1 interacting BAR domain containing 1","HGNC:30452","8q22.1"
"LOC493754","Unmatched","","","",""
"KIAA1244","Previous symbol","ARFGEF3","ARFGEF family member 3","HGNC:21213","6q23.3-q24.1"
"RNU86","Entry withdrawn","RNU86","","HGNC:17130",""
"MTSS1L","Previous symbol","MTSS2","MTSS I-BAR domain containing 2","HGNC:25094","16q22.1"
"C17orf65","Previous symbol","ASB16-AS1","ASB16 antisense RNA 1","HGNC:25442","17q21.31"
"HMP19","Alias symbol","NSG2","neuronal vesicle trafficking associated 2","HGNC:24955","5q35.2"
"LOC100129935","Unmatched","","","",""
"C16orf53","Previous symbol","PAGR1","PAXIP1 associated glutamate rich protein 1","HGNC:28707","16p11.2"
"KIAA1598","Previous symbol","SHTN1","shootin 1","HGNC:29319","10q25.3"
"ODZ3","Previous symbol","TENM3","teneurin transmembrane protein 3","HGNC:29944","4q34.3-q35.1"
"ODZ3","Previous symbol","TENM1","teneurin transmembrane protein 1","HGNC:8117","Xq25"
"REG1P","Previous symbol","REG1CP","regenerating family member 1 gamma, pseudogene","HGNC:9953","2p12"
"LOC100132111","Unmatched","","","",""
"LOC340074","Unmatched","","","",""
"C20orf166","Previous symbol","MIR1-1HG","MIR1-1 host gene","HGNC:16159","20q13.33"
"KIAA0284","Previous symbol","CEP170B","centrosomal protein 170B","HGNC:20362","14q32.33"
"HCG4P6","Previous symbol","HCG4B","HLA complex group 4B","HGNC:22919","6p22.1"
"LRRC37B2","Previous symbol","LRRC37BP1","leucine rich repeat containing 37B pseudogene 1","HGNC:25390","17q11.2"
"DBC1","Previous symbol","BRINP1","BMP/retinoic acid inducible neural specific 1","HGNC:2687","9q33.1"
"DBC1","Alias symbol","CCAR2","cell cycle and apoptosis regulator 2","HGNC:23360","8p21.3"
"C1orf89","Previous symbol","CPLANE2","ciliogenesis and planar polarity effector complex subunit 2","HGNC:28127","1p36.13"
"RRP7B","Previous symbol","RRP7BP","ribosomal RNA processing 7 homolog B, pseudogene","HGNC:30454","22q13.2"
"FBXL21","Previous symbol","FBXL21P","F-box and leucine rich repeat protein 21, pseudogene","HGNC:13600","5q31.1"
"PVRL4","Previous symbol","NECTIN4","nectin cell adhesion molecule 4","HGNC:19688","1q23.3"
"C17orf90","Previous symbol","OXLD1","oxidoreductase like domain containing 1","HGNC:27901","17q25.3"
"LOC100294362","Unmatched","","","",""
"APITD1","Previous symbol","CENPS","centromere protein S","HGNC:23163","1p36.22"
"U58","Unmatched","","","",""
"C1orf158","Previous symbol","CFAP107","cilia and flagella associated protein 107","HGNC:28567","1p36.21"
"C7orf16","Previous symbol","PPP1R17","protein phosphatase 1 regulatory subunit 17","HGNC:16973","7p14.3"
"TMEM159","Previous symbol","LDAF1","lipid droplet assembly factor 1","HGNC:30136","16p12.3"
"LOC390595","Unmatched","","","",""
"LOC100302652","Unmatched","","","",""
"OBFC1","Previous symbol","STN1","STN1 subunit of CST complex","HGNC:26200","10q24.33"
"C20orf103","Previous symbol","LAMP5","lysosomal associated membrane protein family member 5","HGNC:16097","20p12.2"
"LOC400927","Unmatched","","","",""
"RUNDC2A","Previous symbol","SNX29","sorting nexin 29","HGNC:30542","16p13.13-p13.12"
"DSCR6","Previous symbol","RIPPLY3","ripply transcriptional repressor 3","HGNC:3047","21q22.13"
"KIAA2022","Previous symbol","NEXMIF","neurite extension and migration factor","HGNC:29433","Xq13.3"
"MGC26597","Alias symbol","PIP5K1P1","phosphatidylinositol-4-phosphate 5-kinase type 1 pseudogene 1","HGNC:28372","6p24.3"
"C21orf2","Previous symbol","CFAP410","cilia and flagella associated protein 410","HGNC:1260","21q22.3"
"MINA","Previous symbol","RIOX2","ribosomal oxygenase 2","HGNC:19441","3q11.2"
"LOC285194","Alias symbol","TUSC7","tumor suppressor candidate 7","HGNC:27701","3q13.31"
"BAT2L1","Previous symbol","PRRC2B","proline rich coiled-coil 2B","HGNC:28121","9q34.13"
"GRAMD2","Previous symbol","GRAMD2A","GRAM domain containing 2A","HGNC:27287","15q23"
"C16orf5","Previous symbol","CDIP1","cell death inducing p53 target 1","HGNC:13234","16p13.3"
"C5orf13","Previous symbol","NREP","neuronal regeneration related protein","HGNC:16834","5q22.1"
"UTS2D","Previous symbol","UTS2B","urotensin 2B","HGNC:30894","3q28"
"CARKD","Previous symbol","NAXD","NAD(P)HX dehydratase","HGNC:25576","13q34"
"KIAA1026","Alias symbol","KAZN","kazrin, periplakin interacting protein","HGNC:29173","1p36.21"
"CCRN4L","Previous symbol","NOCT","nocturnin","HGNC:14254","4q31.1"
"C1orf92","Previous symbol","LRRC71","leucine rich repeat containing 71","HGNC:26556","1q23.1"
"BAT5","Previous symbol","ABHD16A","abhydrolase domain containing 16A, phospholipase","HGNC:13921","6p21.33"
"ACPP","Previous symbol","ACP3","acid phosphatase 3","HGNC:125","3q22.1"
"HIST3H2A","Previous symbol","H2AC25","H2A clustered histone 25","HGNC:20507","1q42.13"
"HIST3H2BB","Previous symbol","H2BC26","H2B clustered histone 26","HGNC:20514","1q42.13"
"BAT1","Previous symbol","DDX39B","DExD-box helicase 39B","HGNC:13917","6p21.33"
"CCDC108","Previous symbol","CFAP65","cilia and flagella associated protein 65","HGNC:25325","2q35"
"LOC148696","Unmatched","","","",""
"C1orf183","Previous symbol","INKA2","inka box actin regulator 2","HGNC:28045","1p13.2"
"PVRL1","Previous symbol","NECTIN1","nectin cell adhesion molecule 1","HGNC:9706","11q23.3"
"LOC148824","Unmatched","","","",""
"LOC91316","Unmatched","","","",""
"C9orf5","Previous symbol","TMEM245","transmembrane protein 245","HGNC:1363","9q31.3"
"HN1","Previous symbol","JPT1","Jupiter microtubule associated homolog 1","HGNC:14569","17q25.1"
"C6orf41","Previous symbol","LINC00240","long intergenic non-protein coding RNA 240","HGNC:18772","6p22.2"
"C14orf179","Previous symbol","IFT43","intraflagellar transport 43","HGNC:29669","14q24.3"
"LOC400043","Alias symbol","LINC02381","long intergenic non-protein coding RNA 2381","HGNC:53304","12q13.13"
"BRE","Previous symbol","BABAM2","BRISC and BRCA1 A complex member 2","HGNC:1106","2p23.2"
"MGC2752","Unmatched","","","",""
"LOC146336","Unmatched","","","",""
"CES8","Previous symbol","CES4A","carboxylesterase 4A","HGNC:26741","16q22.1"
"LOC285033","Unmatched","","","",""
"FAM195B","Previous symbol","MCRIP1","MAPK regulated corepressor interacting protein 1","HGNC:28007","17q25.3"
"C1orf95","Previous symbol","STUM","stum, mechanosensory transduction mediator homolog","HGNC:30491","1q42.12"
"FAM101A","Previous symbol","RFLNA","refilin A","HGNC:27051","12q24.31"
"C2orf48","Previous symbol","RRM2","ribonucleotide reductase regulatory subunit M2","HGNC:10452","2p25.1"
"C1orf230","Previous symbol","RIIAD1","regulatory subunit of type II PKA R-subunit domain containing 1","HGNC:26686","1q21.3"
"C8orf55","Previous symbol","THEM6","thioesterase superfamily member 6","HGNC:29656","8q24.3"
"C1orf175","Previous symbol","MROH7","maestro heat like repeat family member 7","HGNC:24802","1p32.3"
"FAM19A3","Previous symbol","TAFA3","TAFA chemokine like family member 3","HGNC:21590","1p13.2"
"LOC728661","Unmatched","","","",""
"PCDHB17","Previous symbol","PCDHB17P","protocadherin beta 17 pseudogene","HGNC:14547","5q31.3"
"C7orf29","Previous symbol","ZBED10P","zinc finger BED-type containing 10, pseudogene","HGNC:21720","7q36.1"
"GNASAS","Previous symbol","GNAS-AS1","GNAS antisense RNA 1","HGNC:24872","20q13.32"
"LOC145663","Unmatched","","","",""
"ACPL2","Previous symbol","PXYLP1","2-phosphoxylose phosphatase 1","HGNC:26303","3q23"
"LOC221442","Unmatched","","","",""
"NCRNA00164","Previous symbol","ANKRD30BL","ankyrin repeat domain 30B like","HGNC:35167","2q21.2"
"C8orf56","Previous symbol","BAALC-AS2","BAALC antisense RNA 2","HGNC:28595","8q22.3"
"LOC100303728","Unmatched","","","",""
"C14orf86","Previous symbol","FAM181A-AS1","FAM181A antisense RNA 1","HGNC:20133","14q32.12"
"CDC45L","Previous symbol","CDC45","cell division cycle 45","HGNC:1739","22q11.21"
"AMAC1L2","Previous symbol","SLC35G5","solute carrier family 35 member G5","HGNC:15546","8p23.1"
"LOC642597","Unmatched","","","",""
"EXOC3L","Previous symbol","EXOC3L1","exocyst complex component 3 like 1","HGNC:27540","16q22.1"
"C10orf11","Previous symbol","LRMDA","leucine rich melanocyte differentiation associated","HGNC:23405","10q22.2-q22.3"
"C15orf51","Previous symbol","DNM1P46","dynamin 1 pseudogene 46","HGNC:35199","15q26.3"
"C7orf58","Previous symbol","CPED1","cadherin like and PC-esterase domain containing 1","HGNC:26159","7q31.31"
"LOC728392","Unmatched","","","",""
"C19orf6","Previous symbol","TMEM259","transmembrane protein 259","HGNC:17039","19p13.3"
"ANKRD32","Previous symbol","SLF1","SMC5-SMC6 complex localization factor 1","HGNC:25408","5q15"
"LOC145837","Unmatched","","","",""
"MAGEA5","Previous symbol","MAGEA5P","MAGE family member A5, pseudogene","HGNC:6803","Xq28"
"PPIAL4B","Previous symbol","PPIAL4A","peptidylprolyl isomerase A like 4A","HGNC:24369","1p11.2"
"WDR52","Previous symbol","CFAP44","cilia and flagella associated protein 44","HGNC:25631","3q13.2"
"PALM2","Approved symbol","PALM2","paralemmin 2","HGNC:15845","9q31.3"
"PALM2-AKAP2","Previous symbol","PALM2AKAP2","PALM2 and AKAP2 fusion","HGNC:33529","9q31.3"
"EMID2","Previous symbol","COL26A1","collagen type XXVI alpha 1 chain","HGNC:18038","7q22.1"
"C9orf167","Previous symbol","TOR4A","torsin family 4 member A","HGNC:25981","9q34.3"
"GOLSYN","Alias symbol","SYBU","syntabulin","HGNC:26011","8q23.2"
"FAM19A1","Previous symbol","TAFA1","TAFA chemokine like family member 1","HGNC:21587","3p14.1"
"FLJ36000","Unmatched","","","",""
"C12orf74","Previous symbol","PLEKHG7","pleckstrin homology and RhoGEF domain containing G7","HGNC:33829","12q22"
"FAM119B","Previous symbol","EEF1AKMT3","EEF1A lysine methyltransferase 3","HGNC:24936","12q14.1"
"LOC84740","Unmatched","","","",""
"C1orf49","Previous symbol","TEX35","testis expressed 35","HGNC:25366","1q25.2"
"FAM63A","Previous symbol","MINDY1","MINDY lysine 48 deubiquitinase 1","HGNC:25648","1q21.3"
"PRUNE","Previous symbol","PRUNE1","prune exopolyphosphatase 1","HGNC:13420","1q21.3"
"AGAP8","Previous symbol","AGAP4","ArfGAP with GTPase domain, ankyrin repeat and PH domain 4","HGNC:23459","10q11.22"
"C9orf86","Previous symbol","RABL6","RAB, member RAS oncogene family like 6","HGNC:24703","9q34.3"
"ITFG3","Previous symbol","FAM234A","family with sequence similarity 234 member A","HGNC:14163","16p13.3"
"LOC643008","Unmatched","","","",""
"C12orf12","Previous symbol","CCER1","coiled-coil glutamate rich protein 1","HGNC:28373","12q21.33"
"KIAA1467","Previous symbol","FAM234B","family with sequence similarity 234 member B","HGNC:29288","12p13.1"
"LOH3CR2A","Previous symbol","LINC00312","long intergenic non-protein coding RNA 312","HGNC:6662","3p25.3"
"LOC653786","Alias symbol","OTOAP1","OTOA pseudogene 1","HGNC:53869","16p12.2"
"TESSP1","Alias symbol","PRSS41","serine protease 41","HGNC:30715","16p13.3"
"LOC619207","Unmatched","","","",""
"MARCH1","Previous symbol","MARCHF1","membrane associated ring-CH-type finger 1","HGNC:26077","4q32.2-q32.3"
"LOC153684","Unmatched","","","",""
"LOC400578","Unmatched","","","",""
"WHSC2","Previous symbol","NELFA","negative elongation factor complex member A","HGNC:12768","4p16.3"
"PMS2L11","Previous symbol","PMS2P11","PMS1 homolog 2, mismatch repair system component pseudogene 11","HGNC:9125","7q11.23"
"D4S234E","Alias symbol","NSG1","neuronal vesicle trafficking associated 1","HGNC:18790","4p16.3"
"SPRYD5","Previous symbol","TRIM51","tripartite motif-containing 51","HGNC:19023","11q12.1"
"SELV","Alias symbol","SELENOV","selenoprotein V","HGNC:30399","19q13.2"
"LOC285419","Unmatched","","","",""
"LOC649330","Unmatched","","","",""
"PARK2","Previous symbol","PRKN","parkin RBR E3 ubiquitin protein ligase","HGNC:8607","6q26"
"LOC400931","Unmatched","","","",""
"C1orf150","Previous symbol","GCSAML","germinal center associated signaling and motility like","HGNC:29583","1q44"
"FAM70A","Previous symbol","TMEM255A","transmembrane protein 255A","HGNC:26086","Xq24"
"C19orf30","Previous symbol","MIR7-3HG","MIR7-3 host gene","HGNC:30049","19p13.3"
"CXorf36","Previous symbol","DIPK2B","divergent protein kinase domain 2B","HGNC:25866","Xp11.3"
"MRVI1","Previous symbol","IRAG1","inositol 1,4,5-triphosphate receptor associated 1","HGNC:7237","11p15.4"
"LPPR1","Alias symbol","PLPPR1","phospholipid phosphatase related 1","HGNC:25993","9q31.1"
"ORC2L","Previous symbol","ORC2","origin recognition complex subunit 2","HGNC:8488","2q33.1"
"FLJ30058","Alias symbol","ARHGAP36","Rho GTPase activating protein 36","HGNC:26388","Xq26.1"
"MCART6","Previous symbol","SLC25A53","solute carrier family 25 member 53","HGNC:31894","Xq22.2"
"ST5","Previous symbol","DENND2B","DENN domain containing 2B","HGNC:11350","11p15.4"
"SSPO","Previous symbol","SSPOP","SCO-spondin, pseudogene","HGNC:21998","7q36.1"
"C17orf63","Previous symbol","FAM222B","family with sequence similarity 222 member B","HGNC:25563","17q11.2"
"KIAA0247","Previous symbol","SUSD6","sushi domain containing 6","HGNC:19956","14q24.1"
"FAM92A3","Previous symbol","CIBAR1P2","CIBAR1 pseudogene 2","HGNC:32287","4q35.1"
"C1orf91","Previous symbol","TMEM234","transmembrane protein 234","HGNC:28837","1p35.2"
"FLJ32810","Alias symbol","ARHGAP42","Rho GTPase activating protein 42","HGNC:26545","11q22.1"
"TMEM133","Previous symbol","ARHGAP42","Rho GTPase activating protein 42","HGNC:26545","11q22.1"
"KIAA0922","Previous symbol","TMEM131L","transmembrane 131 like","HGNC:29146","4q31.3"
"DKFZP434H168","Unmatched","","","",""
"FLJ23834","Alias symbol","CDHR3","cadherin related family member 3","HGNC:26308","7q22.3"
"MOBKL1A","Previous symbol","MOB1B","MOB kinase activator 1B","HGNC:29801","4q13.3"
"MLLT4","Previous symbol","AFDN","afadin, adherens junction formation factor","HGNC:7137","6q27"
"LOC285370","Unmatched","","","",""
"LOC728640","Unmatched","","","",""
"C2orf18","Previous symbol","SLC35F6","solute carrier family 35 member F6","HGNC:26055","2p23.3"
"HIST1H4F","Previous symbol","H4C6","H4 clustered histone 6","HGNC:4783","6p22.2"
"PKM2","Previous symbol","PKM","pyruvate kinase M1/2","HGNC:9021","15q23"
"KIAA1984","Previous symbol","CCDC183","coiled-coil domain containing 183","HGNC:28236","9q34.3"
"LOC342346","Unmatched","","","",""
"LOC441869","Unmatched","","","",""
"EPRS","Previous symbol","EPRS1","glutamyl-prolyl-tRNA synthetase 1","HGNC:3418","1q41"
"DKFZp434L192","Unmatched","","","",""
"EFHA2","Previous symbol","MICU3","mitochondrial calcium uptake family member 3","HGNC:27820","8p22"
"KIAA0240","Previous symbol","BICRAL","BICRA like chromatin remodeling complex associated protein","HGNC:21111","6p21.1"
"ZNF509","Previous symbol","ZBTB49","zinc finger and BTB domain containing 49","HGNC:19883","4p16.3"
"LPHN1","Previous symbol","ADGRL1","adhesion G protein-coupled receptor L1","HGNC:20973","19p13.12"
"TMEM8C","Previous symbol","MYMK","myomaker, myoblast fusion factor","HGNC:33778","9q34.2"
"ZNF167","Previous symbol","ZKSCAN7","zinc finger with KRAB and SCAN domains 7","HGNC:12955","3p21.31"
"C21orf63","Previous symbol","EVA1C","eva-1 homolog C","HGNC:13239","21q22.11"
"LOC100130238","Unmatched","","","",""
"FAM154B","Previous symbol","SAXO2","stabilizer of axonemal microtubules 2","HGNC:33727","15q25.2"
"LIN28","Previous symbol","LIN28A","lin-28 homolog A","HGNC:15986","1p36.11"
"GPR98","Previous symbol","ADGRV1","adhesion G protein-coupled receptor V1","HGNC:17416","5q14.3"
"BAT4","Previous symbol","GPANK1","G-patch domain and ankyrin repeats 1","HGNC:13920","6p21.33"
"C3orf51","Previous symbol","ERC2-IT1","ERC2 intronic transcript 1","HGNC:1229","3p14.3"
"FLJ22536","Unmatched","","","",""
